"article_id","article_version","bill_code_id","bill_code_version","last_updated","description"
"52996","31","071","7","2025-09-26 13:52:26.690000000","Clinic - Rural Health"
"52996","31","077","7","2025-09-26 13:52:26.697000000","Clinic - Federally Qualified Health Center (FQHC)"
"52996","31","075","7","2025-09-26 13:52:26.693000000","Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)"
"52996","31","073","7","2025-09-26 13:52:26.693000000","Clinic - Freestanding"
"52998","47","999","7","2024-06-14 20:23:16.653000000","Not Applicable"
"53001","42","073","7","2025-01-24 16:24:25.880000000","Clinic - Freestanding"
"53001","42","074","7","2025-01-24 16:24:25.883000000","Clinic - Outpatient Rehabilitation Facility (ORF)"
"53001","42","075","7","2025-01-24 16:24:25.883000000","Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)"
"53001","42","077","7","2025-01-24 16:24:25.887000000","Clinic - Federally Qualified Health Center (FQHC)"
"53001","42","071","7","2025-01-24 16:24:25.880000000","Clinic - Rural Health"
"53001","42","083","7","2025-01-24 16:24:25.890000000","Ambulatory Surgery Center"
"53001","42","085","7","2025-01-24 16:24:25.890000000","Critical Access Hospital"
"53001","42","022","7","2025-01-24 16:24:25.873000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"53001","42","023","7","2025-01-24 16:24:25.877000000","Skilled Nursing - Outpatient"
"53001","42","018","7","2025-01-24 16:24:25.870000000","Hospital - Swing Beds"
"53001","42","012","7","2025-01-24 16:24:25.867000000","Hospital Inpatient (Medicare Part B only)"
"53001","42","013","7","2025-01-24 16:24:25.870000000","Hospital Outpatient"
"53019","14","013","7","2025-07-15 16:38:47.973000000","Hospital Outpatient"
"53019","14","012","7","2025-07-15 16:38:47.973000000","Hospital Inpatient (Medicare Part B only)"
"53019","14","021","7","2025-07-15 16:38:47.977000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"53019","14","085","7","2025-07-15 16:38:47.980000000","Critical Access Hospital"
"53026","62","011","7","2025-09-16 14:35:04.360000000","Hospital Inpatient (Including Medicare Part A)"
"53049","98","999","7","2023-11-09 23:48:18.987000000","Not Applicable"
"53052","48","032","7","2025-08-19 18:16:46.133000000","Home Health Services under a plan of treatment"
"53056","15","082","7","2024-11-27 17:20:58.887000000","Hospice (hospital based)"
"53056","15","081","7","2024-11-27 17:20:58.883000000","Hospice (non-Hospital based)"
"53057","63","032","7","2025-08-14 15:03:38.563000000","Home Health Services under a plan of treatment"
"53060","48","0","7","2025-08-14 12:47:17.160000000","TBD"
"53064","83","012","7","2025-08-22 18:47:45.103000000","Hospital Inpatient (Medicare Part B only)"
"53064","83","013","7","2025-08-22 18:47:45.103000000","Hospital Outpatient"
"53064","83","021","7","2025-08-22 18:47:45.110000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"53064","83","022","7","2025-08-22 18:47:45.110000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"53064","83","023","7","2025-08-22 18:47:45.113000000","Skilled Nursing - Outpatient"
"53064","83","018","7","2025-08-22 18:47:45.107000000","Hospital - Swing Beds"
"53064","83","071","7","2025-08-22 18:47:45.120000000","Clinic - Rural Health"
"53064","83","034","7","2025-08-22 18:47:45.117000000","Home Health Services not under a plan of treatment"
"53064","83","077","7","2025-08-22 18:47:45.123000000","Clinic - Federally Qualified Health Center (FQHC)"
"53064","83","074","7","2025-08-22 18:47:45.120000000","Clinic - Outpatient Rehabilitation Facility (ORF)"
"53064","83","075","7","2025-08-22 18:47:45.123000000","Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)"
"53064","83","085","7","2025-08-22 18:47:45.127000000","Critical Access Hospital"
"53065","72","085","7","2025-08-25 12:42:15.847000000","Critical Access Hospital"
"53065","72","077","7","2025-08-25 12:42:15.843000000","Clinic - Federally Qualified Health Center (FQHC)"
"53065","72","075","7","2025-08-25 12:42:15.843000000","Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)"
"53065","72","074","7","2025-08-25 12:42:15.840000000","Clinic - Outpatient Rehabilitation Facility (ORF)"
"53065","72","034","7","2025-08-25 12:42:15.833000000","Home Health Services not under a plan of treatment"
"53065","72","071","7","2025-08-25 12:42:15.837000000","Clinic - Rural Health"
"53065","72","018","7","2025-08-25 12:42:15.810000000","Hospital - Swing Beds"
"53065","72","023","7","2025-08-25 12:42:15.833000000","Skilled Nursing - Outpatient"
"53065","72","022","7","2025-08-25 12:42:15.830000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"53065","72","021","7","2025-08-25 12:42:15.820000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"53065","72","013","7","2025-08-25 12:42:15.803000000","Hospital Outpatient"
"53065","72","012","7","2025-08-25 12:42:15.793000000","Hospital Inpatient (Medicare Part B only)"
"53106","16","013","6","2017-12-14 21:28:42.490000000","Hospital Outpatient"
"53124","37","012","7","2025-01-24 13:42:36.217000000","Hospital Inpatient (Medicare Part B only)"
"53124","37","085","7","2025-01-24 13:42:36.220000000","Critical Access Hospital"
"53127","184","999","7","2025-07-11 13:06:15.903000000","Not Applicable"
"53134","84","085","7","2023-11-22 12:43:03.520000000","Critical Access Hospital"
"53134","84","083","7","2023-11-22 12:43:03.520000000","Ambulatory Surgery Center"
"53134","84","012","7","2023-11-22 12:43:03.513000000","Hospital Inpatient (Medicare Part B only)"
"53134","84","013","7","2023-11-22 12:43:03.513000000","Hospital Outpatient"
"53134","84","018","7","2023-11-22 12:43:03.517000000","Hospital - Swing Beds"
"53252","236","999","7","2025-09-19 15:04:58","Not Applicable"
"53359","35","013","7","2025-09-23 11:39:33.400000000","Hospital Outpatient"
"53359","35","011","7","2025-09-23 11:39:33.400000000","Hospital Inpatient (Including Medicare Part A)"
"53359","35","085","7","2025-09-23 11:39:33.400000000","Critical Access Hospital"
"53359","35","071","7","2025-09-23 11:39:33.400000000","Clinic - Rural Health"
"53359","35","073","7","2025-09-23 11:39:33.400000000","Clinic - Freestanding"
"53558","29","014","7","2022-01-18 12:58:03.883000000","Hospital - Laboratory Services Provided to Non-patients"
"53883","26","999","7","2024-03-01 14:33:37.020000000","Not Applicable"
"54061","20","999","7","2025-09-16 14:35:03.963000000","Not Applicable"
"54095","68","999","7","2025-09-26 17:04:49.407000000","Not Applicable"
"54111","50","018","7","2025-09-26 17:14:51.297000000","Hospital - Swing Beds"
"54111","50","021","7","2025-09-26 17:14:51.300000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"54111","50","022","7","2025-09-26 17:14:51.300000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"54111","50","023","7","2025-09-26 17:14:51.303000000","Skilled Nursing - Outpatient"
"54111","50","012","7","2025-09-26 17:14:51.293000000","Hospital Inpatient (Medicare Part B only)"
"54111","50","013","7","2025-09-26 17:14:51.297000000","Hospital Outpatient"
"54111","50","075","7","2025-09-26 17:14:51.310000000","Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)"
"54111","50","074","7","2025-09-26 17:14:51.307000000","Clinic - Outpatient Rehabilitation Facility (ORF)"
"54111","50","085","7","2025-09-26 17:14:51.313000000","Critical Access Hospital"
"54111","50","083","7","2025-09-26 17:14:51.310000000","Ambulatory Surgery Center"
"54117","118","999","7","2024-11-08 19:49:40.587000000","Not Applicable"
"54196","20","013","7","2023-11-15 12:12:26.457000000","Hospital Outpatient"
"54295","27","014","7","2023-11-10 16:31:04.910000000","Hospital - Laboratory Services Provided to Non-patients"
"54484","12","013","7","2025-09-18 20:04:08.387000000","Hospital Outpatient"
"54486","12","013","7","2025-09-18 20:06:42.387000000","Hospital Outpatient"
"54602","21","013","7","2024-12-19 16:06:15.027000000","Hospital Outpatient"
"54602","21","012","7","2024-12-19 16:06:15.023000000","Hospital Inpatient (Medicare Part B only)"
"54602","21","011","7","2024-12-19 16:06:15.020000000","Hospital Inpatient (Including Medicare Part A)"
"54635","31","999","7","2025-09-16 14:35:04.697000000","Not Applicable"
"54682","34","0","7","2024-01-25 15:14:26.187000000","TBD"
"54830","9","023","7","2024-04-05 20:59:32.493000000","Skilled Nursing - Outpatient"
"54831","28","013","7","2023-08-24 15:36:23.490000000","Hospital Outpatient"
"54831","28","085","7","2023-08-24 15:36:23.493000000","Critical Access Hospital"
"54832","14","023","7","2024-03-28 13:08:54.840000000","Skilled Nursing - Outpatient"
"54909","24","013","7","2023-09-22 19:02:46.883000000","Hospital Outpatient"
"54909","24","085","7","2023-09-22 19:02:46.883000000","Critical Access Hospital"
"54926","25","085","7","2025-05-09 14:50:07.557000000","Critical Access Hospital"
"54926","25","013","7","2025-05-09 14:50:07.557000000","Hospital Outpatient"
"54929","39","013","7","2025-09-18 16:52:51.207000000","Hospital Outpatient"
"54929","39","085","7","2025-09-18 16:52:51.210000000","Critical Access Hospital"
"54931","34","085","7","2025-09-18 16:50:55.480000000","Critical Access Hospital"
"54931","34","013","7","2025-09-18 16:50:55.480000000","Hospital Outpatient"
"54954","28","999","7","2023-01-20 14:21:01.790000000","Not Applicable"
"54961","20","013","7","2025-03-18 17:18:10.797000000","Hospital Outpatient"
"54961","20","085","7","2025-03-18 17:18:10.800000000","Critical Access Hospital"
"54969","51","085","7","2025-09-22 11:54:16.700000000","Critical Access Hospital"
"54969","51","071","7","2025-09-22 11:54:16.700000000","Clinic - Rural Health"
"54969","51","013","7","2025-09-22 11:54:16.690000000","Hospital Outpatient"
"54969","51","012","7","2025-09-22 11:54:16.690000000","Hospital Inpatient (Medicare Part B only)"
"54969","51","023","7","2025-09-22 11:54:16.700000000","Skilled Nursing - Outpatient"
"54969","51","022","7","2025-09-22 11:54:16.697000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"54969","51","021","7","2025-09-22 11:54:16.693000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"54982","28","013","7","2025-05-09 14:48:53.113000000","Hospital Outpatient"
"54982","28","085","7","2025-05-09 14:48:53.117000000","Critical Access Hospital"
"54992","42","085","7","2025-09-22 11:55:29.700000000","Critical Access Hospital"
"54992","42","071","7","2025-09-22 11:55:29.700000000","Clinic - Rural Health"
"54992","42","013","7","2025-09-22 11:55:29.687000000","Hospital Outpatient"
"54992","42","012","7","2025-09-22 11:55:29.683000000","Hospital Inpatient (Medicare Part B only)"
"54992","42","021","7","2025-09-22 11:55:29.690000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"54992","42","022","7","2025-09-22 11:55:29.690000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"54992","42","023","7","2025-09-22 11:55:29.697000000","Skilled Nursing - Outpatient"
"55028","44","999","7","2025-10-08 13:33:17.200000000","Not Applicable"
"55029","35","999","7","2025-09-22 16:31:29.433000000","Not Applicable"
"55056","13","999","7","2023-11-17 12:43:34.060000000","Not Applicable"
"55057","11","999","7","2023-11-17 12:44:56.760000000","Not Applicable"
"55058","7","0","7","2025-09-23 11:39:34.220000000","TBD"
"55134","36","999","7","2023-02-10 18:05:23.060000000","Not Applicable"
"55229","40","999","7","2025-01-24 17:22:42.233000000","Not Applicable"
"55240","25","999","7","2023-01-20 14:25:14.473000000","Not Applicable"
"55326","39","999","7","2023-11-16 19:26:40.157000000","Not Applicable"
"55327","35","999","7","2025-10-06 12:09:44.323000000","Not Applicable"
"55354","35","072","7","2023-06-05 13:31:53.090000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"55530","34","999","7","2025-06-20 20:58:12.970000000","Not Applicable"
"55531","33","999","7","2025-06-20 20:58:34.287000000","Not Applicable"
"55584","19","999","7","2025-09-16 14:35:04.433000000","Not Applicable"
"55597","23","014","7","2023-11-22 18:26:56.937000000","Hospital - Laboratory Services Provided to Non-patients"
"55602","23","014","7","2023-11-22 18:27:18.310000000","Hospital - Laboratory Services Provided to Non-patients"
"55672","25","072","7","2023-11-20 14:31:32.110000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"55675","25","072","7","2025-10-06 18:48:48.633000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"55676","23","072","7","2023-11-16 19:38:32.630000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"55703","25","072","7","2024-06-18 14:15:30.450000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"55723","44","072","7","2023-01-20 12:02:27.707000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"55818","23","073","7","2025-01-24 16:25:19.510000000","Clinic - Freestanding"
"55818","23","074","7","2025-01-24 16:25:19.510000000","Clinic - Outpatient Rehabilitation Facility (ORF)"
"55818","23","075","7","2025-01-24 16:25:19.513000000","Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)"
"55818","23","071","7","2025-01-24 16:25:19.507000000","Clinic - Rural Health"
"55818","23","085","7","2025-01-24 16:25:19.520000000","Critical Access Hospital"
"55818","23","083","7","2025-01-24 16:25:19.520000000","Ambulatory Surgery Center"
"55818","23","077","7","2025-01-24 16:25:19.517000000","Clinic - Federally Qualified Health Center (FQHC)"
"55818","23","018","7","2025-01-24 16:25:19.500000000","Hospital - Swing Beds"
"55818","23","023","7","2025-01-24 16:25:19.503000000","Skilled Nursing - Outpatient"
"55818","23","022","7","2025-01-24 16:25:19.503000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"55818","23","012","7","2025-01-24 16:25:19.497000000","Hospital Inpatient (Medicare Part B only)"
"55818","23","013","7","2025-01-24 16:25:19.497000000","Hospital Outpatient"
"55913","9","013","7","2024-12-17 15:26:40.613000000","Hospital Outpatient"
"55913","9","012","7","2024-12-17 15:26:40.610000000","Hospital Inpatient (Medicare Part B only)"
"55937","42","999","7","2025-09-26 14:12:00.427000000","Not Applicable"
"56034","39","999","7","2025-09-25 15:58:50.257000000","Not Applicable"
"56159","22","072","7","2025-02-21 19:47:22.367000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"56287","18","999","7","2024-05-31 13:37:46.903000000","Not Applicable"
"56384","7","085","6","2019-10-08 18:32:34.923000000","Critical Access Hospital"
"56384","7","013","6","2019-10-08 18:32:34.913000000","Hospital Outpatient"
"56394","27","013","7","2025-01-23 15:03:38.970000000","Hospital Outpatient"
"56394","27","014","7","2025-01-23 15:03:38.970000000","Hospital - Laboratory Services Provided to Non-patients"
"56394","27","085","7","2025-01-23 15:03:38.977000000","Critical Access Hospital"
"56394","27","071","7","2025-01-23 15:03:38.973000000","Clinic - Rural Health"
"56414","41","999","7","2025-09-26 13:53:43.243000000","Not Applicable"
"56416","42","072","7","2025-09-26 13:54:31.330000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"56416","42","075","7","2025-09-26 13:54:31.333000000","Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)"
"56416","42","077","7","2025-09-26 13:54:31.333000000","Clinic - Federally Qualified Health Center (FQHC)"
"56416","42","085","7","2025-09-26 13:54:31.340000000","Critical Access Hospital"
"56416","42","083","7","2025-09-26 13:54:31.337000000","Ambulatory Surgery Center"
"56416","42","014","7","2025-09-26 13:54:31.320000000","Hospital - Laboratory Services Provided to Non-patients"
"56416","42","018","7","2025-09-26 13:54:31.320000000","Hospital - Swing Beds"
"56416","42","021","7","2025-09-26 13:54:31.323000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56416","42","023","7","2025-09-26 13:54:31.330000000","Skilled Nursing - Outpatient"
"56416","42","022","7","2025-09-26 13:54:31.327000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56416","42","013","7","2025-09-26 13:54:31.317000000","Hospital Outpatient"
"56416","42","012","7","2025-09-26 13:54:31.313000000","Hospital Inpatient (Medicare Part B only)"
"56420","16","012","7","2023-01-20 12:04:01.570000000","Hospital Inpatient (Medicare Part B only)"
"56420","16","013","7","2023-01-20 12:04:01.570000000","Hospital Outpatient"
"56420","16","023","7","2023-01-20 12:04:01.577000000","Skilled Nursing - Outpatient"
"56420","16","021","7","2023-01-20 12:04:01.573000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56420","16","022","7","2023-01-20 12:04:01.577000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56420","16","018","7","2023-01-20 12:04:01.573000000","Hospital - Swing Beds"
"56420","16","014","7","2023-01-20 12:04:01.570000000","Hospital - Laboratory Services Provided to Non-patients"
"56420","16","085","7","2023-01-20 12:04:01.583000000","Critical Access Hospital"
"56420","16","072","7","2023-01-20 12:04:01.580000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"56420","16","071","7","2023-01-20 12:04:01.580000000","Clinic - Rural Health"
"56422","42","011","7","2025-09-26 17:07:36.177000000","Hospital Inpatient (Including Medicare Part A)"
"56423","56","999","7","2023-10-20 12:30:52.840000000","Not Applicable"
"56424","19","011","7","2025-09-17 12:36:12.633000000","Hospital Inpatient (Including Medicare Part A)"
"56424","19","012","7","2025-09-17 12:36:12.640000000","Hospital Inpatient (Medicare Part B only)"
"56424","19","013","7","2025-09-17 12:36:12.650000000","Hospital Outpatient"
"56424","19","022","7","2025-09-17 12:36:12.667000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56424","19","021","7","2025-09-17 12:36:12.660000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56424","19","023","7","2025-09-17 12:36:12.673000000","Skilled Nursing - Outpatient"
"56424","19","071","7","2025-09-17 12:36:12.683000000","Clinic - Rural Health"
"56424","19","073","7","2025-09-17 12:36:12.690000000","Clinic - Freestanding"
"56424","19","077","7","2025-09-17 12:36:12.700000000","Clinic - Federally Qualified Health Center (FQHC)"
"56424","19","085","7","2025-09-17 12:36:12.710000000","Critical Access Hospital"
"56425","15","085","7","2024-11-25 20:48:14.030000000","Critical Access Hospital"
"56425","15","077","7","2024-11-25 20:48:14.027000000","Clinic - Federally Qualified Health Center (FQHC)"
"56425","15","072","7","2024-11-25 20:48:14.023000000","Clinic - Hospital Based or Independent Renal Dialysis Center"
"56425","15","073","7","2024-11-25 20:48:14.023000000","Clinic - Freestanding"
"56425","15","071","7","2024-11-25 20:48:14.020000000","Clinic - Rural Health"
"56425","15","023","7","2024-11-25 20:48:14.017000000","Skilled Nursing - Outpatient"
"56425","15","021","7","2024-11-25 20:48:14.010000000","Skilled Nursing - Inpatient (Including Medicare Part A)"
"56425","15","022","7","2024-11-25 20:48:14.013000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56425","15","014","7","2024-11-25 20:48:14.010000000","Hospital - Laboratory Services Provided to Non-patients"
"56425","15","013","7","2024-11-25 20:48:14.007000000","Hospital Outpatient"
"56425","15","012","7","2024-11-25 20:48:14.003000000","Hospital Inpatient (Medicare Part B only)"
"56433","84","999","7","2025-10-10 12:32:13.727000000","Not Applicable"
"56439","16","013","7","2024-10-29 11:43:46.250000000","Hospital Outpatient"
"56439","16","085","7","2024-10-29 11:43:46.250000000","Critical Access Hospital"
"56440","43","999","7","2023-12-08 14:08:27.930000000","Not Applicable"
"56448","21","085","7","2024-11-26 18:07:16.523000000","Critical Access Hospital"
"56448","21","077","7","2024-11-26 18:07:16.520000000","Clinic - Federally Qualified Health Center (FQHC)"
"56448","21","071","7","2024-11-26 18:07:16.517000000","Clinic - Rural Health"
"56448","21","073","7","2024-11-26 18:07:16.520000000","Clinic - Freestanding"
"56448","21","013","7","2024-11-26 18:07:16.510000000","Hospital Outpatient"
"56448","21","012","7","2024-11-26 18:07:16.507000000","Hospital Inpatient (Medicare Part B only)"
"56448","21","022","7","2024-11-26 18:07:16.513000000","Skilled Nursing - Inpatient (Medicare Part B only)"
"56448","21","023","7","2024-11-26 18:07:16.513000000","Skilled Nursing - Outpatient"
"56451","26","0","7","2025-09-30 23:46:16.860000000","TBD"
"56452","20","013","7","2024-11-25 20:49:42.923000000","Hospital Outpatient"
"56452","20","085","7","2024-11-25 20:49:42.927000000","Critical Access Hospital"
"56453","12","083","7","2025-09-18 20:06:22.960000000","Ambulatory Surgery Center"
"56453","12","085","7","2025-09-18 20:06:22.967000000","Critical Access Hospital"
"56453","12","013","7","2025-09-18 20:06:22.957000000","Hospital Outpatient"
"56453","12","011","7","2025-09-18 20:06:22.953000000","Hospital Inpatient (Including Medicare Part A)"
"56453","12","012","7","2025-09-18 20:06:22.953000000","Hospital Inpatient (Medicare Part B only)"
"56454","11","013","7","2025-01-31 19:17:58.037000000","Hospital Outpatient"
"56454","11","085","7","2025-01-31 19:17:58.043000000","Critical Access Hospital"
"56454","11","077","7","2025-01-31 19:17:58.043000000","Clinic - Federally Qualified Health Center (FQHC)"
"56454","11","073","7","2025-01-31 19:17:58.040000000","Clinic - Freestanding"
"56454","11","071","7","2025-01-31 19:17:58.040000000","Clinic - Rural Health"
"56455","11","071","7","2025-01-31 19:27:41.973000000","Clinic - Rural Health"
"56455","11","073","7","2025-01-31 19:27:41.977000000","Clinic - Freestanding"
"56455","11","077","7","2025-01-31 19:27:41.977000000","Clinic - Federally Qualified Health Center (FQHC)"
"56455","11","085","7","2025-01-31 19:27:41.980000000","Critical Access Hospital"
"56455","11","013","7","2025-01-31 19:27:41.963000000","Hospital Outpatient"
