"article_id","article_version","article_type","code_table_row","brand_name","eff_date","end_date","comments","hcpc_code_id","hcpc_code_version","last_updated","short_description","long_description"
"52527","84","3","74","Erenumab-aoooe
Aimovig
Note: If billed under any other miscellaneous code (i.e., J3490, J9999, or C9399) same rules apply","2019-09-09 00:00:00","","Apparent on its Face","J3590","98","2025-06-16 12:17:42","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52527","84","3","75","Galcanezumab-gnlm
Emgality
Note: If billed under any other miscellaneous code (i.e., J3490, J9999, or C9399) same rules apply","2019-09-09 00:00:00","","Apparent on its Face","J3590","98","2025-06-16 12:17:42","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52527","84","3","76","Adalimumab-adbm
Cyltezo

Note: If billed under any other miscellaneous code (i.e., J3490, J9999, or C9399) same rules apply","2018-09-28 00:00:00","","Apparent on its Face","J3590","98","2025-06-16 12:17:42","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52527","84","3","77","Adalimumab-bwwd (Hadlima) biosimilar to Adalimumab
Note: If billed under any other miscellaneous code (i.e., J3490, J9999, or C9399) same rules apply","2019-09-09 00:00:00","","Apparent on its Face","J3590","98","2025-06-16 12:17:42","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52527","84","3","78","Adalimumab-adaz (Hyrimoz)
Note: If billed under any other miscellaneous code (i.e., J3490, J9999, or C9399) same rules apply","2019-09-09 00:00:00","","Apparent on its Face","J3590","98","2025-06-16 12:17:42","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52527","84","3","79","Etanercept-SZZS
Erelzi
Note: If billed under any other miscellaneous code (i.e., J3490, J9999, or C9399) same rules apply","2016-10-17 00:00:00","","Apparent on its Face","J3590","98","2025-06-16 12:17:42","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52527","84","3","80","Parathyroid Hormone 
Natpara
Note: If billed under any other miscellaneous code (i.e., J3490, J9999, or C9399) same rules apply
","2015-04-15 00:00:00","","Apparent on its Face","J3590","98","2025-06-16 12:17:42","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52527","84","3","81","Anakinra
Kineret
Note: If billed under any other miscellaneous code (i.e., J3490, J9999, or C9399) same rules apply","2007-05-16 00:00:00","","Apparent on its Face","J3590","98","2025-06-16 12:17:42","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52527","84","3","82","Peg-interferon Alfa 2B
Pegintron
Sylantra
Note: If billed under any other miscellaneous code (i.e., J3490, J9999, or C9399) same rules apply
","2007-05-16 00:00:00","","Apparent on its Face","J3590","98","2025-06-16 12:17:42","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52527","84","3","83","Peginterferon Alpha-2A
Pegasys
Pegasys Proclick
Note: If billed under any other miscellaneous code (i.e., J3490, J9999, or C9399) same rules apply
","2007-05-16 00:00:00","","Apparent on its Face","J3590","98","2025-06-16 12:17:42","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52527","84","3","84","Pegvisomant
Somavert
Note: If billed under any other miscellaneous code (i.e., J3490, J9999, or C9399) same rules apply
","2007-05-16 00:00:00","","Apparent on its Face","J3590","98","2025-06-16 12:17:42","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52527","84","3","85","Somapacitan-beco
Sogroya","2021-03-27 00:00:00","","Apparent on its Face","J3590","98","2025-06-16 12:17:42","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52527","84","3","86","Risankizumab-rzaa (Skyrizi™) *Note: If being administered IV use modifier “JA”; if administered subcutaneously use modifier “JB” (subcutaneous injection is considered self-administered)

This can also be beill with J3490 or C9399 as well as J3590.","2022-05-15 00:00:00","","Apparent on its Face","J3590","98","2025-06-16 12:17:42","Unclassified biologics","UNCLASSIFIED BIOLOGICS"
"52527","84","3","87","Pegasys
Pegasys ProClick","2007-05-16 00:00:00","","Apparent on its Face","J9212","98","2025-06-16 12:17:42","Interferon alfacon-1 inj","INJECTION, INTERFERON ALFACON-1, RECOMBINANT, 1 MICROGRAM"
"52527","84","3","88","Peginterferon Alpha 2A
Roferon A
Pegasys Proclick","2007-05-16 00:00:00","","Apparent on its Face","J9213","98","2025-06-16 12:17:42","Interferon alfa-2a inj","INJECTION, INTERFERON, ALFA-2A, RECOMBINANT, 3 MILLION UNITS"
"52527","84","3","89","Actimmune","2007-05-16 00:00:00","","Apparent on its Face","J9216","98","2025-06-16 12:17:42","Interferon gamma 1-b inj","INJECTION, INTERFERON, GAMMA 1-B, 3 MILLION UNITS"
"52527","84","3","90","Lupron®
Eligard®","2003-03-15 00:00:00","","Apparent on its Face","J9218","98","2025-06-16 12:17:42","Leuprolide acetate injeciton","LEUPROLIDE ACETATE, PER 1 MG"
"52527","84","3","91","INJECTION, SERMORELIN ACETATE, 1 MICROGRAM
Geref Diagnostic","2023-10-25 00:00:00","","Apparent on its Face","Q0515","98","2025-06-16 12:17:42","Sermorelin acetate injection","INJECTION, SERMORELIN ACETATE, 1 MICROGRAM"
"52527","84","3","92","Injection, INJECTION, INTERFERON BETA-1A, 1 MCG FOR INTRAMUSCULAR USE  
Avonex","2021-06-04 00:00:00","","Acceptable Evidentiary Criteria Available","Q3027","98","2025-06-16 12:17:42","Inj beta interferon im 1 mcg","INJECTION, INTERFERON BETA-1A, 1 MCG FOR INTRAMUSCULAR USE"
"52527","84","3","93","INJECTION, INTERFERON BETA-1A, 1 MCG FOR SUBCUTANEOUS USE 
Rebif      ","2021-06-04 00:00:00","","Acceptable Evidentiary Criteria Available","Q3028","98","2025-06-16 12:17:42","Inj beta interferon sq 1 mcg","INJECTION, INTERFERON BETA-1A, 1 MCG FOR SUBCUTANEOUS USE"
"52527","84","3","94","Injection, adalimumab-fkjp, biosimilar, 1 mg","2025-01-01 00:00:00","","Apparent on its Face","Q5140","98","2025-06-16 12:17:42","Inj adalimumab-fkjp, 1 mg","INJECTION, ADALIMUMAB-FKJP, BIOSIMILAR, 1 MG"
"52527","84","3","95","Injection, adalimumab-aaty, biosimilar, 1 mg","2025-01-01 00:00:00","","Apparent on its Face","Q5141","98","2025-06-16 12:17:42","Inj adalimumab-aaty, 1 mg","INJECTION, ADALIMUMAB-AATY, BIOSIMILAR, 1 MG"
"52527","84","3","96","Injection, adalimumab-ryvk biosimilar, 1 mg","2025-01-01 00:00:00","","Apparent on its Face","Q5142","98","2025-06-16 12:17:42","Inj adalimumab-ryvk, 1 mg","INJECTION, ADALIMUMAB-RYVK BIOSIMILAR, 1 MG"
