"article_id","article_version","revenue_code_id","revenue_code_version","range","last_updated","description"
"52435","13","0531","15","N","2023-11-15 12:56:41.343000000","Osteopathic Services - Osteopathic Therapy"
"52435","13","0983","15","N","2023-11-15 12:56:41.347000000","Professional Fees - Clinic"
"52437","16","0983","15","N","2023-11-07 14:33:02.767000000","Professional Fees - Clinic"
"52437","16","0982","15","N","2023-11-07 14:33:02.763000000","Professional Fees - Outpatient Services"
"52437","16","0975","15","N","2023-11-07 14:33:02.763000000","Professional Fees - Operating Room"
"52437","16","0974","15","N","2023-11-07 14:33:02.760000000","Professional Fees - Radiology - Nuclear"
"52437","16","0960","15","N","2023-11-07 14:33:02.757000000","Professional Fees - General Classification"
"52437","16","0969","15","N","2023-11-07 14:33:02.757000000","Professional Fees - Other Professional Fee"
"52437","16","0920","15","N","2023-11-07 14:33:02.753000000","Other Diagnostic Services - General Classification"
"52437","16","0761","15","N","2023-11-07 14:33:02.750000000","Specialty Services - Treatment Room"
"52437","16","0621","15","N","2023-11-07 14:33:02.743000000","Medical/Surgical Supplies and Devices - Supplies Incident to Radiology"
"52437","16","0622","15","N","2023-11-07 14:33:02.747000000","Medical/Surgical Supplies and Devices - Supplies Incident to Other DX Services"
"52437","16","0623","15","N","2023-11-07 14:33:02.747000000","Medical/Surgical Supplies and Devices - Surgical Dressings"
"52437","16","0636","15","N","2023-11-07 14:33:02.750000000","Pharmacy - Drugs Requiring Detailed Coding"
"52437","16","0519","15","N","2023-11-07 14:33:02.740000000","Clinic - Other Clinic"
"52437","16","0490","15","N","2023-11-07 14:33:02.733000000","Ambulatory Surgical Care - General Classification"
"52437","16","0510","15","N","2023-11-07 14:33:02.740000000","Clinic - General Classification"
"52437","16","0499","15","N","2023-11-07 14:33:02.737000000","Ambulatory Surgical Care - Other Ambulatory Surgical Care"
"52437","16","0360","15","N","2023-11-07 14:33:02.730000000","Operating Room Services - General Classification"
"52437","16","0361","15","N","2023-11-07 14:33:02.733000000","Operating Room Services - Minor Surgery"
"52437","16","0329","15","N","2023-11-07 14:33:02.723000000","Radiology - Diagnostic - Other Radiology - Diagnostic"
"52437","16","0340","15","N","2023-11-07 14:33:02.727000000","Nuclear Medicine - General Classification"
"52437","16","0341","15","N","2023-11-07 14:33:02.730000000","Nuclear Medicine - Diagnostic"
"52437","16","0254","15","N","2023-11-07 14:33:02.707000000","Pharmacy - Drugs Incident to Other Diagnostic Services"
"52437","16","0255","15","N","2023-11-07 14:33:02.710000000","Pharmacy - Drugs Incident to Radiology"
"52437","16","0259","15","N","2023-11-07 14:33:02.713000000","Pharmacy - Other Pharmacy"
"52437","16","0270","15","N","2023-11-07 14:33:02.717000000","Medical/Surgical Supplies and Devices - General Classification"
"52437","16","0250","15","N","2023-11-07 14:33:02.707000000","Pharmacy - General Classification"
"52437","16","0271","15","N","2023-11-07 14:33:02.717000000","Medical/Surgical Supplies and Devices - Non-sterile Supply"
"52437","16","0272","15","N","2023-11-07 14:33:02.720000000","Medical/Surgical Supplies and Devices - Sterile Supply"
"52437","16","0279","15","N","2023-11-07 14:33:02.720000000","Medical/Surgical Supplies and Devices - Other Supplies/Devices"
"52437","16","0320","15","N","2023-11-07 14:33:02.723000000","Radiology - Diagnostic - General Classification"
"52438","22","0250","15","N","2025-09-18 20:45:40.893000000","Pharmacy - General Classification"
"52470","18","0300","15","N","2025-07-29 21:07:59.407000000","Laboratory - General Classification"
"52470","18","0309","15","N","2025-07-29 21:07:59.420000000","Laboratory - Other Laboratory"
"52470","18","0361","15","N","2025-07-29 21:07:59.447000000","Operating Room Services - Minor Surgery"
"52470","18","0360","15","N","2025-07-29 21:07:59.427000000","Operating Room Services - General Classification"
"52470","18","0369","15","N","2025-07-29 21:07:59.450000000","Operating Room Services - Other OR Services"
"52470","18","0450","15","N","2025-07-29 21:07:59.450000000","Emergency Room - General Classification"
"52470","18","0456","15","N","2025-07-29 21:07:59.460000000","Emergency Room - Urgent Care"
"52470","18","0510","15","N","2025-07-29 21:07:59.473000000","Clinic - General Classification"
"52470","18","0517","15","N","2025-07-29 21:07:59.493000000","Clinic - Family Practice Clinic"
"52470","18","0516","15","N","2025-07-29 21:07:59.480000000","Clinic - Urgent Care Clinic"
"52470","18","0519","15","N","2025-07-29 21:07:59.507000000","Clinic - Other Clinic"
"52470","18","0520","15","N","2025-07-29 21:07:59.523000000","Freestanding Clinic - General Classification"
"52470","18","0710","15","N","2025-07-29 21:07:59.537000000","Recovery Room - General Classification"
"52470","18","0761","15","N","2025-07-29 21:07:59.550000000","Specialty Services - Treatment Room"
"52470","18","0920","15","N","2025-07-29 21:07:59.557000000","Other Diagnostic Services - General Classification"
"52470","18","0969","15","N","2025-07-29 21:07:59.593000000","Professional Fees - Other Professional Fee"
"52470","18","0960","15","N","2025-07-29 21:07:59.580000000","Professional Fees - General Classification"
"52470","18","0940","15","N","2025-07-29 21:07:59.570000000","Other Therapeutic Services - General Classification"
"52470","18","0975","15","N","2025-07-29 21:07:59.603000000","Professional Fees - Operating Room"
"52470","18","0981","15","N","2025-07-29 21:07:59.620000000","Professional Fees - Emergency Room Services"
"52470","18","0983","15","N","2025-07-29 21:07:59.643000000","Professional Fees - Clinic"
"52470","18","0982","15","N","2025-07-29 21:07:59.633000000","Professional Fees - Outpatient Services"
"52571","136","99999","15","N","2025-09-11 19:05:38.757000000","Not Applicable"
"52825","11","0914","15","N","2024-01-16 14:52:38.110000000","Behavioral Health Treatment/Services - Individual Therapy"
"52825","11","0915","15","N","2024-01-16 14:52:38.113000000","Behavioral Health Treatment/Services - Group Therapy"
"52825","11","0916","15","N","2024-01-16 14:52:38.117000000","Behavioral Health Treatment/Services - Family Therapy"
"52825","11","0918","15","N","2024-01-16 14:52:38.120000000","Behavioral Health Treatment/Services - Testing"
"52825","11","0900","15","N","2024-01-16 14:52:38.103000000","Behavioral Health Treatment/Services - General Classification"
"52825","11","0901","15","N","2024-01-16 14:52:38.107000000","Behavioral Health Treatment/Services - Electroshock Treatment"
"52830","7","0651","11","N","2019-11-08 18:57:38.720000000","Hospice Service - Routine Home Care"
"52830","7","0652","11","N","2019-11-08 18:57:38.723000000","Hospice Service - Continuous Home Care"
"52830","7","0655","11","N","2019-11-08 18:57:38.723000000","Hospice Service - Inpatient Respite Care"
"52830","7","0656","11","N","2019-11-08 18:57:38.727000000","Hospice Service - General Inpatient Care Non-Respite"
"52830","7","0657","11","N","2019-11-08 18:57:38.730000000","Hospice Service - Physician Services"
"52837","20","0519","15","Z","2024-12-19 15:52:54.523000000","Clinic - Other Clinic"
"52837","20","0516","15","Y","2024-12-19 15:52:54.517000000","Clinic - Urgent Care Clinic"
"52837","20","0515","15","Y","2024-12-19 15:52:54.513000000","Clinic - Pediatric Clinic"
"52837","20","0517","15","Y","2024-12-19 15:52:54.520000000","Clinic - Family Practice Clinic"
"52837","20","0512","15","Y","2024-12-19 15:52:54.503000000","Clinic - Dental Clinic"
"52837","20","0513","15","Y","2024-12-19 15:52:54.507000000","Clinic - Psychiatric Clinic"
"52837","20","0514","15","Y","2024-12-19 15:52:54.510000000","Clinic - OB-GYN Clinic"
"52837","20","0510","15","X","2024-12-19 15:52:54.493000000","Clinic - General Classification"
"52837","20","0511","15","Y","2024-12-19 15:52:54.500000000","Clinic - Chronic Pain Center"
"52837","20","0499","15","Z","2024-12-19 15:52:54.490000000","Ambulatory Surgical Care - Other Ambulatory Surgical Care"
"52837","20","0490","15","X","2024-12-19 15:52:54.487000000","Ambulatory Surgical Care - General Classification"
"52837","20","0369","15","Z","2024-12-19 15:52:54.483000000","Operating Room Services - Other OR Services"
"52837","20","0367","15","Y","2024-12-19 15:52:54.477000000","Operating Room Services - Kidney Transplant"
"52837","20","0362","15","Y","2024-12-19 15:52:54.470000000","Operating Room Services - Organ Transplant - Other than Kidney"
"52837","20","0360","15","X","2024-12-19 15:52:54.460000000","Operating Room Services - General Classification"
"52837","20","0361","15","Y","2024-12-19 15:52:54.463000000","Operating Room Services - Minor Surgery"
"52837","20","0769","15","Z","2024-12-19 15:52:54.537000000","Specialty Services - Other Specialty Services"
"52837","20","0761","15","Y","2024-12-19 15:52:54.530000000","Specialty Services - Treatment Room"
"52837","20","0762","15","Y","2024-12-19 15:52:54.533000000","Specialty Services - Observation Hours"
"52837","20","0760","15","X","2024-12-19 15:52:54.527000000","Specialty Services - General Classification"
"52840","2","99999","4","N","2014-04-02 15:09:53.450000000","Not Applicable"
"52845","7","0550","15","N","2023-10-06 15:24:41.637000000","Skilled Nursing - General Classification"
"52986","242","99999","15","N","2025-04-25 17:28:16.783000000","Not Applicable"
"52992","30","0921","15","N","2025-04-11 13:01:08.817000000","Other Diagnostic Services - Peripheral Vascular Lab"
"52993","54","99999","15","N","2024-10-18 13:42:54.577000000","Not Applicable"
"52996","31","0519","15","Z","2025-09-26 13:52:26.727000000","Clinic - Other Clinic"
"52996","31","0511","15","Y","2025-09-26 13:52:26.707000000","Clinic - Chronic Pain Center"
"52996","31","0510","15","X","2025-09-26 13:52:26.703000000","Clinic - General Classification"
"52996","31","0514","15","Y","2025-09-26 13:52:26.717000000","Clinic - OB-GYN Clinic"
"52996","31","0513","15","Y","2025-09-26 13:52:26.710000000","Clinic - Psychiatric Clinic"
"52996","31","0512","15","Y","2025-09-26 13:52:26.710000000","Clinic - Dental Clinic"
"52996","31","0517","15","Y","2025-09-26 13:52:26.723000000","Clinic - Family Practice Clinic"
"52996","31","0515","15","Y","2025-09-26 13:52:26.720000000","Clinic - Pediatric Clinic"
"52996","31","0516","15","Y","2025-09-26 13:52:26.720000000","Clinic - Urgent Care Clinic"
"52998","47","99999","15","N","2024-06-14 20:23:16.657000000","Not Applicable"
"53001","42","0761","15","N","2025-01-24 16:24:26.093000000","Specialty Services - Treatment Room"
"53001","42","0983","15","N","2025-01-24 16:24:26.103000000","Professional Fees - Clinic"
"53001","42","0982","15","N","2025-01-24 16:24:26.100000000","Professional Fees - Outpatient Services"
"53001","42","0977","15","N","2025-01-24 16:24:26.097000000","Professional Fees - Physical Therapy"
"53001","42","0978","15","N","2025-01-24 16:24:26.097000000","Professional Fees - Occupational Therapy"
"53001","42","0516","15","Y","2025-01-24 16:24:26.057000000","Clinic - Urgent Care Clinic"
"53001","42","0515","15","Y","2025-01-24 16:24:26.057000000","Clinic - Pediatric Clinic"
"53001","42","0517","15","Y","2025-01-24 16:24:26.060000000","Clinic - Family Practice Clinic"
"53001","42","0512","15","Y","2025-01-24 16:24:26.047000000","Clinic - Dental Clinic"
"53001","42","0513","15","Y","2025-01-24 16:24:26.050000000","Clinic - Psychiatric Clinic"
"53001","42","0514","15","Y","2025-01-24 16:24:26.053000000","Clinic - OB-GYN Clinic"
"53001","42","0510","15","X","2025-01-24 16:24:26.043000000","Clinic - General Classification"
"53001","42","0511","15","Y","2025-01-24 16:24:26.047000000","Clinic - Chronic Pain Center"
"53001","42","0499","15","Z","2025-01-24 16:24:26.040000000","Ambulatory Surgical Care - Other Ambulatory Surgical Care"
"53001","42","0490","15","X","2025-01-24 16:24:26.037000000","Ambulatory Surgical Care - General Classification"
"53001","42","0459","15","Z","2025-01-24 16:24:26.030000000","Emergency Room - Other Emergency Room"
"53001","42","0519","15","Z","2025-01-24 16:24:26.060000000","Clinic - Other Clinic"
"53001","42","0520","15","X","2025-01-24 16:24:26.063000000","Freestanding Clinic - General Classification"
"53001","42","0521","15","Y","2025-01-24 16:24:26.067000000","Freestanding Clinic - Clinic Visit by Member to RHC/FQHC"
"53001","42","0522","15","Y","2025-01-24 16:24:26.070000000","Freestanding Clinic - Home Visit by RHC/FQHC Practitioner"
"53001","42","0523","15","Y","2025-01-24 16:24:26.070000000","Freestanding Clinic - Family Practice Clinic"
"53001","42","0524","15","Y","2025-01-24 16:24:26.073000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to a Member in a SNF or Skilled Swing Bed in a Covered Part A Stay"
"53001","42","0623","15","N","2025-01-24 16:24:26.090000000","Medical/Surgical Supplies and Devices - Surgical Dressings"
"53001","42","0528","15","Y","2025-01-24 16:24:26.087000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to Other non-RHC/FQHC site (e.g. Scene of Accident)"
"53001","42","0529","15","Z","2025-01-24 16:24:26.087000000","Freestanding Clinic - Other Freestanding Clinic"
"53001","42","0525","15","Y","2025-01-24 16:24:26.077000000","Freestanding Clinic - Visit by RHC/FQHC Practitioner to a Member in a SNF (not in a Covered Part A Stay) or NF or ICF MR or Other Residential Facility"
"53001","42","0526","15","Y","2025-01-24 16:24:26.080000000","Freestanding Clinic - Urgent Care Clinic"
"53001","42","0527","15","Y","2025-01-24 16:24:26.083000000","Freestanding Clinic - Visiting Nurse Service(s) to a Member's Home when in a Home Health Shortage Area"
"53001","42","0361","15","Y","2025-01-24 16:24:25.927000000","Operating Room Services - Minor Surgery"
"53001","42","0360","15","X","2025-01-24 16:24:25.923000000","Operating Room Services - General Classification"
"53001","42","0277","15","Y","2025-01-24 16:24:25.917000000","Medical/Surgical Supplies and Devices - Oxygen - Take Home"
"53001","42","0278","15","Y","2025-01-24 16:24:25.920000000","Medical/Surgical Supplies and Devices - Other Implant"
"53001","42","0279","15","Z","2025-01-24 16:24:25.920000000","Medical/Surgical Supplies and Devices - Other Supplies/Devices"
"53001","42","0272","15","Y","2025-01-24 16:24:25.900000000","Medical/Surgical Supplies and Devices - Sterile Supply"
"53001","42","0270","15","X","2025-01-24 16:24:25.893000000","Medical/Surgical Supplies and Devices - General Classification"
"53001","42","0271","15","Y","2025-01-24 16:24:25.897000000","Medical/Surgical Supplies and Devices - Non-sterile Supply"
"53001","42","0273","15","Y","2025-01-24 16:24:25.903000000","Medical/Surgical Supplies and Devices - Take Home Supplies"
"53001","42","0274","15","Y","2025-01-24 16:24:25.907000000","Medical/Surgical Supplies and Devices - Prosthetic/Orthotic Devices"
"53001","42","0275","15","Y","2025-01-24 16:24:25.910000000","Medical/Surgical Supplies and Devices - Pacemaker"
"53001","42","0276","15","Y","2025-01-24 16:24:25.913000000","Medical/Surgical Supplies and Devices - Intraocular Lens"
"53001","42","0362","15","Y","2025-01-24 16:24:25.930000000","Operating Room Services - Organ Transplant - Other than Kidney"
"53001","42","0367","15","Y","2025-01-24 16:24:25.933000000","Operating Room Services - Kidney Transplant"
"53001","42","0369","15","Z","2025-01-24 16:24:25.940000000","Operating Room Services - Other OR Services"
"53001","42","0420","15","X","2025-01-24 16:24:25.943000000","Physical Therapy - General Classification"
"53001","42","0421","15","Y","2025-01-24 16:24:25.950000000","Physical Therapy - Visit"
"53001","42","0456","15","Y","2025-01-24 16:24:26.030000000","Emergency Room - Urgent Care"
"53001","42","0451","15","Y","2025-01-24 16:24:26.020000000","Emergency Room - EMTALA Emergency Medical Screening Services"
"53001","42","0452","15","Y","2025-01-24 16:24:26.023000000","Emergency Room - ER Beyond EMTALA Screening"
"53001","42","0450","15","X","2025-01-24 16:24:26.020000000","Emergency Room - General Classification"
"53001","42","0422","15","Y","2025-01-24 16:24:25.973000000","Physical Therapy - Hourly"
"53001","42","0423","15","Y","2025-01-24 16:24:25.983000000","Physical Therapy - Group"
"53001","42","0424","15","Y","2025-01-24 16:24:25.987000000","Physical Therapy - Evaluation or Re-evaluation"
"53001","42","0429","15","Z","2025-01-24 16:24:25.987000000","Physical Therapy - Other Physical Therapy"
"53001","42","0430","15","X","2025-01-24 16:24:25.990000000","Occupational Therapy - General Classification"
"53001","42","0431","15","Y","2025-01-24 16:24:25.990000000","Occupational Therapy - Visit"
"53001","42","0432","15","Y","2025-01-24 16:24:25.993000000","Occupational Therapy - Hourly"
"53001","42","0433","15","Y","2025-01-24 16:24:25.997000000","Occupational Therapy - Group"
"53001","42","0434","15","Y","2025-01-24 16:24:25.997000000","Occupational Therapy - Evaluation or Reevaluation"
"53001","42","0439","15","Z","2025-01-24 16:24:26","Occupational Therapy - Other Occupational Therapy"
"53001","42","0440","15","X","2025-01-24 16:24:26.003000000","Speech-Language Pathology - General Classification"
"53001","42","0441","15","Y","2025-01-24 16:24:26.007000000","Speech-Language Pathology - Visit"
"53001","42","0442","15","Y","2025-01-24 16:24:26.010000000","Speech-Language Pathology - Hourly"
"53001","42","0443","15","Y","2025-01-24 16:24:26.013000000","Speech-Language Pathology - Group"
"53001","42","0444","15","Y","2025-01-24 16:24:26.017000000","Speech-Language Pathology - Evaluation or Reevaluation"
"53001","42","0449","15","Z","2025-01-24 16:24:26.017000000","Speech-Language Pathology - Other Speech Therapy"
"53019","14","0519","15","N","2025-07-15 16:38:47.983000000","Clinic - Other Clinic"
"53019","14","0976","15","N","2025-07-15 16:38:47.997000000","Professional Fees - Respiratory Therapy"
"53019","14","0983","15","N","2025-07-15 16:38:48","Professional Fees - Clinic"
"53019","14","0982","15","N","2025-07-15 16:38:48","Professional Fees - Outpatient Services"
"53019","14","0929","15","N","2025-07-15 16:38:47.990000000","Other Diagnostic Services - Other Diagnostic Service"
"53019","14","0960","15","N","2025-07-15 16:38:47.993000000","Professional Fees - General Classification"
"53019","14","0740","15","N","2025-07-15 16:38:47.987000000","EEG (Electroencephalogram) - General Classification"
"53019","14","0920","15","N","2025-07-15 16:38:47.990000000","Other Diagnostic Services - General Classification"
"53019","14","0985","15","N","2025-07-15 16:38:48.003000000","Professional Fees - EKG"
"53019","14","0987","15","N","2025-07-15 16:38:48.007000000","Professional Fees - Hospital Visit"
"53019","14","0988","15","N","2025-07-15 16:38:48.007000000","Professional Fees - Consultation"
"53052","48","0444","15","N","2025-08-19 18:16:46.150000000","Speech-Language Pathology - Evaluation or Reevaluation"
"53052","48","0441","15","N","2025-08-19 18:16:46.147000000","Speech-Language Pathology - Visit"
"53052","48","0440","15","N","2025-08-19 18:16:46.143000000","Speech-Language Pathology - General Classification"
"53057","63","0439","15","Z","2025-08-14 15:03:38.580000000","Occupational Therapy - Other Occupational Therapy"
"53057","63","0434","15","Y","2025-08-14 15:03:38.577000000","Occupational Therapy - Evaluation or Reevaluation"
"53057","63","0433","15","Y","2025-08-14 15:03:38.573000000","Occupational Therapy - Group"
"53057","63","0432","15","Y","2025-08-14 15:03:38.570000000","Occupational Therapy - Hourly"
"53057","63","0431","15","Y","2025-08-14 15:03:38.570000000","Occupational Therapy - Visit"
"53057","63","0430","15","X","2025-08-14 15:03:38.567000000","Occupational Therapy - General Classification"
"53058","61","0429","15","N","2025-08-14 17:49:08.650000000","Physical Therapy - Other Physical Therapy"
"53058","61","0424","15","N","2025-08-14 17:49:08.647000000","Physical Therapy - Evaluation or Re-evaluation"
"53058","61","0421","15","N","2025-08-14 17:49:08.640000000","Physical Therapy - Visit"
"53058","61","0420","15","N","2025-08-14 17:49:08.637000000","Physical Therapy - General Classification"
"53064","83","0430","15","N","2025-08-22 18:47:45.130000000","Occupational Therapy - General Classification"
"53064","83","0431","15","N","2025-08-22 18:47:45.133000000","Occupational Therapy - Visit"
"53064","83","0432","15","N","2025-08-22 18:47:45.137000000","Occupational Therapy - Hourly"
"53064","83","0433","15","N","2025-08-22 18:47:45.140000000","Occupational Therapy - Group"
"53064","83","0434","15","N","2025-08-22 18:47:45.143000000","Occupational Therapy - Evaluation or Reevaluation"
"53064","83","0439","15","N","2025-08-22 18:47:45.147000000","Occupational Therapy - Other Occupational Therapy"
"53065","72","0424","15","N","2025-08-25 12:42:15.863000000","Physical Therapy - Evaluation or Re-evaluation"
"53065","72","0429","15","N","2025-08-25 12:42:15.867000000","Physical Therapy - Other Physical Therapy"
"53065","72","0423","15","N","2025-08-25 12:42:15.860000000","Physical Therapy - Group"
"53065","72","0422","15","N","2025-08-25 12:42:15.857000000","Physical Therapy - Hourly"
"53065","72","0420","15","N","2025-08-25 12:42:15.850000000","Physical Therapy - General Classification"
"53065","72","0421","15","N","2025-08-25 12:42:15.853000000","Physical Therapy - Visit"
"53095","28","99999","15","N","2024-09-05 14:24:28.900000000","Not Applicable"
"53124","37","0369","15","Z","2025-01-24 13:42:36.233000000","Operating Room Services - Other OR Services"
"53124","37","0367","15","Y","2025-01-24 13:42:36.230000000","Operating Room Services - Kidney Transplant"
"53124","37","0362","15","Y","2025-01-24 13:42:36.227000000","Operating Room Services - Organ Transplant - Other than Kidney"
"53124","37","0360","15","X","2025-01-24 13:42:36.223000000","Operating Room Services - General Classification"
"53124","37","0361","15","Y","2025-01-24 13:42:36.227000000","Operating Room Services - Minor Surgery"
"53127","184","99999","15","N","2025-07-11 13:06:15.907000000","Not Applicable"
"53134","84","0404","15","N","2023-11-22 12:43:03.523000000","Other Imaging Services - Positron Emission Tomography"
"53252","236","99999","15","N","2025-09-19 15:04:58.003000000","Not Applicable"
"53359","35","0920","15","N","2025-09-23 11:39:33.330000000","Other Diagnostic Services - General Classification"
"53359","35","0360","15","N","2025-09-23 11:39:33.330000000","Operating Room Services - General Classification"
"53359","35","0275","15","N","2025-09-23 11:39:33.330000000","Medical/Surgical Supplies and Devices - Pacemaker"
"53359","35","0276","15","N","2025-09-23 11:39:33.330000000","Medical/Surgical Supplies and Devices - Intraocular Lens"
"53359","35","0274","15","N","2025-09-23 11:39:33.330000000","Medical/Surgical Supplies and Devices - Prosthetic/Orthotic Devices"
"53359","35","0272","15","N","2025-09-23 11:39:33.330000000","Medical/Surgical Supplies and Devices - Sterile Supply"
"53359","35","0278","15","N","2025-09-23 11:39:33.330000000","Medical/Surgical Supplies and Devices - Other Implant"
"53359","35","0280","15","N","2025-09-23 11:39:33.330000000","Oncology - General Classification"
"53359","35","0289","15","N","2025-09-23 11:39:33.330000000","Oncology - Other Oncology"
"53359","35","0290","15","N","2025-09-23 11:39:33.330000000","Durable Medical Equipment (other than renal) - General Classification"
"53359","35","0279","15","N","2025-09-23 11:39:33.330000000","Medical/Surgical Supplies and Devices - Other Supplies/Devices"
"53359","35","0521","15","N","2025-09-23 11:39:33.330000000","Freestanding Clinic - Clinic Visit by Member to RHC/FQHC"
"53359","35","0624","15","N","2025-09-23 11:39:33.330000000","Medical/Surgical Supplies and Devices - FDA Investigational Devices"
"53359","35","0510","15","N","2025-09-23 11:39:33.330000000","Clinic - General Classification"
"53883","26","99999","15","N","2024-03-01 14:33:37.030000000","Not Applicable"
"54111","50","0440","15","N","2025-09-26 17:14:51.317000000","Speech-Language Pathology - General Classification"
"54111","50","0441","15","N","2025-09-26 17:14:51.320000000","Speech-Language Pathology - Visit"
"54111","50","0442","15","N","2025-09-26 17:14:51.327000000","Speech-Language Pathology - Hourly"
"54111","50","0449","15","N","2025-09-26 17:14:51.337000000","Speech-Language Pathology - Other Speech Therapy"
"54111","50","0444","15","N","2025-09-26 17:14:51.333000000","Speech-Language Pathology - Evaluation or Reevaluation"
"54111","50","0443","15","N","2025-09-26 17:14:51.330000000","Speech-Language Pathology - Group"
"54117","118","99999","15","N","2024-11-08 19:49:40.593000000","Not Applicable"
"54602","21","0761","15","N","2024-12-19 16:06:15.083000000","Specialty Services - Treatment Room"
"54602","21","0960","15","N","2024-12-19 16:06:15.087000000","Professional Fees - General Classification"
"54602","21","0969","15","N","2024-12-19 16:06:15.090000000","Professional Fees - Other Professional Fee"
"54602","21","0983","15","N","2024-12-19 16:06:15.107000000","Professional Fees - Clinic"
"54602","21","0982","15","N","2024-12-19 16:06:15.100000000","Professional Fees - Outpatient Services"
"54602","21","0975","15","N","2024-12-19 16:06:15.097000000","Professional Fees - Operating Room"
"54602","21","0456","15","N","2024-12-19 16:06:15.043000000","Emergency Room - Urgent Care"
"54602","21","0369","15","N","2024-12-19 16:06:15.040000000","Operating Room Services - Other OR Services"
"54602","21","0360","15","N","2024-12-19 16:06:15.030000000","Operating Room Services - General Classification"
"54602","21","0361","15","N","2024-12-19 16:06:15.037000000","Operating Room Services - Minor Surgery"
"54602","21","0510","15","N","2024-12-19 16:06:15.067000000","Clinic - General Classification"
"54602","21","0499","15","N","2024-12-19 16:06:15.063000000","Ambulatory Surgical Care - Other Ambulatory Surgical Care"
"54602","21","0490","15","N","2024-12-19 16:06:15.057000000","Ambulatory Surgical Care - General Classification"
"54602","21","0516","15","N","2024-12-19 16:06:15.070000000","Clinic - Urgent Care Clinic"
"54602","21","0520","15","N","2024-12-19 16:06:15.073000000","Freestanding Clinic - General Classification"
"54831","28","0480","15","N","2023-08-24 15:36:23.493000000","Cardiology - General Classification"
"54909","24","0480","15","N","2023-09-22 19:02:46.887000000","Cardiology - General Classification"
"54926","25","0480","15","N","2025-05-09 14:50:07.560000000","Cardiology - General Classification"
"54929","39","0480","15","N","2025-09-18 16:52:51.210000000","Cardiology - General Classification"
"54931","34","0480","15","N","2025-09-18 16:50:55.483000000","Cardiology - General Classification"
"54954","28","99999","15","N","2023-01-20 14:21:01.793000000","Not Applicable"
"54961","20","0480","15","N","2025-03-18 17:18:10.800000000","Cardiology - General Classification"
"54969","51","0929","15","N","2025-09-22 11:54:16.710000000","Other Diagnostic Services - Other Diagnostic Service"
"54969","51","0922","15","N","2025-09-22 11:54:16.707000000","Other Diagnostic Services - Electromyogram"
